a | ARTICLE
booms | NOUN 
boon | NOUN 
boons | NOUN 
boor | NOUN 
boors | NOUN 
boos | NOUN 
boost | NOUN 
boosts | NOUN 
boot | NOUN 
boots | NOUN 
booze | NOUN 
bor | NOUN 
bord | NOUN 
bore | NOUN 
bores | NOUN 
bors | NOUN 
borsch | NOUN 
borscht | NOUN 
borschts | NOUN 
bort | NOUN 
borts | NOUN 
bosh | NOUN 
bosk | NOUN 
bosks | NOUN 
botch | NOUN 
bots | NOUN 
bott | NOUN 
botte | NOUN 
botts | NOUN 
bouche | NOUN 
bough | NOUN 
boughs | NOUN 
bouk | NOUN 
bouks | NOUN 
boule | NOUN 
boules | NOUN 
boulle | NOUN 
boulles | NOUN 
bounce | NOUN 
bound | NOUN 
bounds | NOUN 
bourg | NOUN 
bourgs | NOUN 
bourn | NOUN 
bourne | NOUN 
bournes | NOUN 
bourns | NOUN 
bourse | NOUN 
bout | NOUN 
bouts | NOUN 
bowls | NOUN 
boy | NOUN 
boys | NOUN 
br'er | NOUN 
bra | NOUN 
brace | NOUN 
brach | NOUN 
bract | NOUN 
bracts | NOUN 
brae | NOUN 
braes | NOUN 
brag | NOUN 
brags | NOUN 
braid | NOUN 
braids | NOUN 
brail | NOUN 
brails | NOUN 
bras | NOUN 
brash | NOUN 
brass | NOUN 
brat | NOUN 
brats | NOUN 
brave | NOUN 
braves | NOUN 
brawl | NOUN 
brawls | NOUN 
brawn | NOUN 
bray | NOUN 
brays | NOUN 
breadth | NOUN 
breadths | NOUN 
breast | NOUN 
breasts | NOUN 
breath | NOUN 
breaths | NOUN 
brede | NOUN 
bredes | NOUN 
bree | NOUN 
breed | NOUN 
breeds | NOUN 
brees | NOUN 
breeze | NOUN 
breve | NOUN 
breves | NOUN 
brew | NOUN 
brews | NOUN 
bribe | NOUN 
bribes | NOUN 
brief | NOUN 
briefs | NOUN 
brim | NOUN 
brims | NOUN 
brine | NOUN 
brines | NOUN 
brink | NOUN 
brinks | NOUN 
bro | NOUN 
broach | NOUN 
broch | NOUN 
brochs | NOUN 
brock | NOUN 
brocks | NOUN 
brogh | NOUN 
broghs | NOUN 
brogue | NOUN 
brogues | NOUN 
broil | NOUN 
broils | NOUN 
broo | NOUN 
brooch | NOUN 
brood | NOUN 
broods | NOUN 
broom | NOUN 
brooms | NOUN 
broos | NOUN 
bros | NOUN 
brose | NOUN 
broth | NOUN 
broths | NOUN 
brough | NOUN 
broughs | NOUN 
brow | NOUN 
brows | NOUN 
browse | NOUN 
bruise | NOUN 
bruit | NOUN 
bruits | NOUN 
brume | NOUN 
brumes | NOUN 
brunch | NOUN 
brunt | NOUN 
brunts | NOUN 
brute | NOUN 
brutes | NOUN 
buff | NOUN 
buffs | NOUN 
bulb | NOUN 
bulbs | NOUN 
bum | NOUN 
bumf | NOUN 
bumfs | NOUN 
bumph | NOUN 
bumphs | NOUN 
bums | NOUN 
bun | NOUN 
bunch | NOUN 
bung | NOUN 
bungs | NOUN 
bunk | NOUN 
bunks | NOUN 
buns | NOUN 
bunt | NOUN 
bunts | NOUN 
buoy | NOUN 
buoys | NOUN 
burd | NOUN 
burds | NOUN 
burg | NOUN 
burgh | NOUN 
burghs | NOUN 
burgs | NOUN 
burk | NOUN 
burks | NOUN 
burn | NOUN 
burns | NOUN 
burp | NOUN 
burps | NOUN 
burse | NOUN 
burst | NOUN 
bursts | NOUN 
busk | NOUN 
busks | NOUN 
buss | NOUN 
bust | NOUN 
busts | NOUN 
but | NOUN 
buts | NOUN 
buzz | NOUN 
bye | NOUN 
byes | NOUN 
byre | NOUN 
byres | NOUN 
byte | NOUN 
bytes | NOUN 
cache | NOUN 
caches | NOUN 
cadge | NOUN 
caff | NOUN 
caffs | NOUN 
cairn | NOUN 
cairns | NOUN 
cake | NOUN 
cakes | NOUN 
calf | NOUN 
calfs | NOUN 
calif | NOUN 
califs | NOUN 
calk | NOUN 
calks | NOUN 
calm | NOUN 
calms | NOUN 
calque | NOUN 
calques | NOUN 
calves | NOUN 
calx | NOUN 
came | NOUN 
cames | NOUN 
cangue | NOUN 
cangues | NOUN 
caps | NOUN 
cards | NOUN 
cark | NOUN 
carks | NOUN 
carp | NOUN 
carps | NOUN 
carse | NOUN 
cart | NOUN 
carts | NOUN 
cask | NOUN 
casks | NOUN 
casque | NOUN 
casques | NOUN 
caste | NOUN 
castes | NOUN 
cate | NOUN 
cates | NOUN 
caul | NOUN 
cauld | NOUN 
caulds | NOUN 
cauls | NOUN 
cave | NOUN 
caves | NOUN 
caw | NOUN 
caws | NOUN 
cay | NOUN 
cays | NOUN 
cease | NOUN 
cent | NOUN 
cento | NOUN 
centos | NOUN 
cents | NOUN 
ceorl | NOUN 
ceorls | NOUN 
cep | NOUN 
ceps | NOUN 
cere | NOUN 
ceres | NOUN 
cert | NOUN 
certs | NOUN 
cess | NOUN 
cete | NOUN 
cetes | NOUN 
chafe | NOUN 
chafes | NOUN 
chaff | NOUN 
chaffs | NOUN 
chair | NOUN 
chairs | NOUN 
chaise | NOUN 
chalk | NOUN 
chalks | NOUN 
champ | NOUN 
champs | NOUN 
chance | NOUN 
chant | NOUN 
chants | NOUN 
chap | NOUN 
chape | NOUN 
chapes | NOUN 
chaps | NOUN 
chard | NOUN 
chards | NOUN 
chark | NOUN 
charks | NOUN 
charm | NOUN 
charms | NOUN 
charr | NOUN 
charrs | NOUN 
chart | NOUN 
charts | NOUN 
chasm | NOUN 
chasms | NOUN 
chat | NOUN 
chats | NOUN 
chaunt | NOUN 
chaunts | NOUN 
chaw | NOUN 
chaws | NOUN 
chay | NOUN 
chays | NOUN 
cheap | NOUN 
cheat | NOUN 
cheats | NOUN 
check | NOUN 
checks | NOUN 
cheek | NOUN 
cheeks | NOUN 
cheep | NOUN 
cheeps | NOUN 
cheer | NOUN 
cheers | NOUN 
chef | NOUN 
chefs | NOUN 
cheque | NOUN 
cheques | NOUN 
chert | NOUN 
chess | NOUN 
chi | NOUN 
chiao | NOUN 
chiaus | NOUN 
chic | NOUN 
chield | NOUN 
chields | NOUN 
chill | NOUN 
chills | NOUN 
chimb | NOUN 
chimbs | NOUN 
chime | NOUN 
chimes | NOUN 
chimp | NOUN 
chimps | NOUN 
chinch | NOUN 
chine | NOUN 
chines | NOUN 
chintz | NOUN 
chirm | NOUN 
chirms | NOUN 
chirp | NOUN 
chirps | NOUN 
chirr | NOUN 
chirre | NOUN 
chirres | NOUN 
chirrs | NOUN 
chis | NOUN 
chit | NOUN 
chits | NOUN 
chiv | NOUN 
chive | NOUN 
chives | NOUN 
chivs | NOUN 
chock | NOUN 
chocks | NOUN 
choice | NOUN 
choir | NOUN 
choirs | NOUN 
choke | NOUN 
chokes | NOUN 
chomp | NOUN 
chomps | NOUN 
chon | NOUN 
chook | NOUN 
chooks | NOUN 
choom | NOUN 
chooms | NOUN 
chore | NOUN 
chores | NOUN 
chose | NOUN 
chott | NOUN 
chotts | NOUN 
chough | NOUN 
choughs | NOUN 
chouse | NOUN 
chrism | NOUN 
chrisms | NOUN 
chub | NOUN 
chubs | NOUN 
chuff | NOUN 
chuffs | NOUN 
chug | NOUN 
chugs | NOUN 
chum | NOUN 
chump | NOUN 
chumps | NOUN 
chums | NOUN 
chunk | NOUN 
chunks | NOUN 
churl | NOUN 
churls | NOUN 
churn | NOUN 
churns | NOUN 
churr | NOUN 
churrs | NOUN 
chute | NOUN 
chutes | NOUN 
chyle | NOUN 
chyme | NOUN 
chypre | NOUN 
chypres | NOUN 
ciao | NOUN 
ciaos | NOUN 
cig | NOUN 
cigs | NOUN 
cinch | NOUN 
cinque | NOUN 
cinques | NOUN 
cirque | NOUN 
cirques | NOUN 
cist | NOUN 
cists | NOUN 
cit | NOUN 
cits | NOUN 
clack | NOUN 
clacks | NOUN 
claim | NOUN 
claims | NOUN 
clam | NOUN 
clamp | NOUN 
clamps | NOUN 
clams | NOUN 
clan | NOUN 
clang | NOUN 
clangs | NOUN 
clank | NOUN 
clanks | NOUN 
clans | NOUN 
clap | NOUN 
claps | NOUN 
claque | NOUN 
claques | NOUN 
clash | NOUN 
clasp | NOUN 
clasps | NOUN 
clause | NOUN 
clave | NOUN 
claves | NOUN 
clean | NOUN 
cleans | NOUN 
cleat | NOUN 
cleats | NOUN 
cleck | NOUN 
clecks | NOUN 
cleek | NOUN 
cleeks | NOUN 
clef | NOUN 
clefs | NOUN 
cleg | NOUN 
clegs | NOUN 
clench | NOUN 
clerk | NOUN 
clerks | NOUN 
clew | NOUN 
clews | NOUN 
clift | NOUN 
clifts | NOUN 
climb | NOUN 
climbs | NOUN 
clime | NOUN 
climes | NOUN 
clinch | NOUN 
cline | NOUN 
clines | NOUN 
cling | NOUN 
clings | NOUN 
clink | NOUN 
clinks | NOUN 
clip | NOUN 
clips | NOUN 
clique | NOUN 
cliques | NOUN 
cloak | NOUN 
cloaks | NOUN 
cloche | NOUN 
cloches | NOUN 
clock | NOUN 
clocks | NOUN 
clod | NOUN 
clods | NOUN 
clog | NOUN 
clogs | NOUN 
cloke | NOUN 
clokes | NOUN 
clomp | NOUN 
clomps | NOUN 
clone | NOUN 
clones | NOUN 
clonk | NOUN 
clonks | NOUN 
cloot | NOUN 
cloots | NOUN 
clop | NOUN 
clops | NOUN 
clot | NOUN 
cloth | NOUN 
clothes | NOUN 
cloths | NOUN 
clots | NOUN 
clou | NOUN 
clous | NOUN 
clout | NOUN 
clouts | NOUN 
clove | NOUN 
cloves | NOUN 
clown | NOUN 
clowns | NOUN 
cluck | NOUN 
clucks | NOUN 
clue | NOUN 
clues | NOUN 
clump | NOUN 
clumps | NOUN 
clunk | NOUN 
clunks | NOUN 
clutch | NOUN 
coach | NOUN 
coax | NOUN 
coif | NOUN 
coifs | NOUN 
coigne | NOUN 
coignes | NOUN 
coil | NOUN 
coils | NOUN 
coin | NOUN 
coins | NOUN 
coir | NOUN 
coit | NOUN 
coll | NOUN 
combe | NOUN 
combes | NOUN 
comp | NOUN 
comps | NOUN 
compt | NOUN 
conch | NOUN 
conchs | NOUN 
cone | NOUN 
cones | NOUN 
conk | NOUN 
conks | NOUN 
conte | NOUN 
contes | NOUN 
coo | NOUN 
coof | NOUN 
coofs | NOUN 
cool | NOUN 
cools | NOUN 
coolth | NOUN 
coom | NOUN 
coomb | NOUN 
coombs | NOUN 
cooms | NOUN 
coon | NOUN 
coons | NOUN 
coos | NOUN 
coot | NOUN 
coots | NOUN 
cop | NOUN 
cope | NOUN 
copes | NOUN 
cops | NOUN 
copse | NOUN 
cord | NOUN 
cords | NOUN 
corf | NOUN 
corm | NOUN 
corms | NOUN 
corpse | NOUN 
corves | NOUN 
cose | NOUN 
cosh | NOUN 
coss | NOUN 
cote | NOUN 
cotes | NOUN 
coth | NOUN 
coths | NOUN 
couch | NOUN 
coupe | NOUN 
coupes | NOUN 
course | NOUN 
cove | NOUN 
coves | NOUN 
coz | NOUN 
coze | NOUN 
crabs | NOUN 
crack | NOUN 
cracks | NOUN 
crake | NOUN 
crakes | NOUN 
cramp | NOUN 
cramps | NOUN 
cran | NOUN 
crank | NOUN 
cranks | NOUN 
crans | NOUN 
crap | NOUN 
craps | NOUN 
crare | NOUN 
crares | NOUN 
cratch | NOUN 
crate | NOUN 
crates | NOUN 
craw | NOUN 
crawl | NOUN 
crawls | NOUN 
craws | NOUN 
cray | NOUN 
crays | NOUN 
craze | NOUN 
creak | NOUN 
creaks | NOUN 
crease | NOUN 
creed | NOUN 
creeds | NOUN 
creep | NOUN 
creeps | NOUN 
creese | NOUN 
creesh | NOUN 
creole | NOUN 
creoles | NOUN 
cress | NOUN 
crest | NOUN 
crests | NOUN 
crew | NOUN 
crews | NOUN 
crib | NOUN 
cribs | NOUN 
cries | NOUN 
crimp | NOUN 
crimps | NOUN 
crine | NOUN 
crines | NOUN 
cringe | NOUN 
crisp | NOUN 
crisps | NOUN 
crit | NOUN 
crits | NOUN 
croak | NOUN 
croaks | NOUN 
crock | NOUN 
crocks | NOUN 
croft | NOUN 
crofts | NOUN 
crone | NOUN 
crones | NOUN 
crook | NOUN 
crooks | NOUN 
croon | NOUN 
croons | NOUN 
crore | NOUN 
crores | NOUN 
crosse | NOUN 
crotch | NOUN 
crouch | NOUN 
croup | NOUN 
croupe | NOUN 
croupes | NOUN 
croups | NOUN 
croze | NOUN 
cru | NOUN 
cruck | NOUN 
crucks | NOUN 
crud | NOUN 
crude | NOUN 
cruds | NOUN 
crumb | NOUN 
crumbs | NOUN 
crump | NOUN 
crumps | NOUN 
crunch | NOUN 
cruse | NOUN 
crust | NOUN 
crusts | NOUN 
crutch | NOUN 
crwth | NOUN 
crwths | NOUN 
cry | NOUN 
crypt | NOUN 
crypts | NOUN 
cube | NOUN 
cubes | NOUN 
cud | NOUN 
cuds | NOUN 
cue | NOUN 
cues | NOUN 
cuff | NOUN 
cuffs | NOUN 
cuif | NOUN 
cuifs | NOUN 
cuisse | NOUN 
culch | NOUN 
cull | NOUN 
culls | NOUN 
cult | NOUN 
cultch | NOUN 
cults | NOUN 
cur | NOUN 
curb | NOUN 
curbs | NOUN 
curch | NOUN 
curd | NOUN 
curds | NOUN 
cure | NOUN 
cures | NOUN 
curl | NOUN 
curls | NOUN 
curn | NOUN 
curns | NOUN 
curs | NOUN 
curse | NOUN 
curve | NOUN 
curves | NOUN 
cusk | NOUN 
cusks | NOUN 
cusp | NOUN 
cusps | NOUN 
cuss | NOUN 
cwm | NOUN 
cwms | NOUN 
cyme | NOUN 
cymes | NOUN 
cyst | NOUN 
cysts | NOUN 
czar | NOUN 
czars | NOUN 
dab | NOUN 
dabs | NOUN 
dace | NOUN 
dad | NOUN 
dads | NOUN 
daff | NOUN 
daffs | NOUN 
dah | NOUN 
dahs | NOUN 
damn | NOUN 
damned | NOUN 
damns | NOUN 
damp | NOUN 
damps | NOUN 
dance | NOUN 
dap | NOUN 
daps | NOUN 
darg | NOUN 
dargs | NOUN 
darn | NOUN 
darns | NOUN 
dart | NOUN 
darts | NOUN 
dash | NOUN 
date | NOUN 
dates | NOUN 
daub | NOUN 
daube | NOUN 
daubs | NOUN 
daud | NOUN 
dauds | NOUN 
daw | NOUN 
dawk | NOUN 
dawks | NOUN 
daws | NOUN 
days | NOUN 
daze | NOUN 
deaf | NOUN 
deal | NOUN 
deals | NOUN 
dearth | NOUN 
dearths | NOUN 
deed | NOUN 
deeds | NOUN 
deer | NOUN 
def | NOUN 
deil | NOUN 
deils | NOUN 
deme | NOUN 
demes | NOUN 
dene | NOUN 
denes | NOUN 
dens | NOUN 
dent | NOUN 
dents | NOUN 
derv | NOUN 
desk | NOUN 
desks | NOUN 
deuce | NOUN 
dey | NOUN 
deys | NOUN 
dhak | NOUN 
dhaks | NOUN 
dhal | NOUN 
dhals | NOUN 
dhole | NOUN 
dholes | NOUN 
dhow | NOUN 
dhows | NOUN 
dial | NOUN 
dials | NOUN 
dice | NOUN 
dict | NOUN 
die | NOUN 
dies | NOUN 
dig | NOUN 
digs | NOUN 
dike | NOUN 
dikes | NOUN 
ding | NOUN 
dinge | NOUN 
dings | NOUN 
dint | NOUN 
dints | NOUN 
dirge | NOUN 
dish | NOUN 
disk | NOUN 
disks | NOUN 
dit | NOUN 
ditch | NOUN 
dits | NOUN 
div | NOUN 
divs | NOUN 
doc | NOUN 
dock | NOUN 
docks | NOUN 
docs | NOUN 
doek | NOUN 
doeks | NOUN 
doge | NOUN 
doh | NOUN 
dohs | NOUN 
doit | NOUN 
doits | NOUN 
dole | NOUN 
doles | NOUN 
dolt | NOUN 
dolts | NOUN 
dome | NOUN 
domes | NOUN 
don't | NOUN 
dong | NOUN 
dongs | NOUN 
dook | NOUN 
dooks | NOUN 
doom | NOUN 
dooms | NOUN 
door | NOUN 
doors | NOUN 
dop | NOUN 
dope | NOUN 
dopes | NOUN 
dops | NOUN 
dor | NOUN 
dorm | NOUN 
dorms | NOUN 
dorp | NOUN 
dorps | NOUN 
dors | NOUN 
dorse | NOUN 
dos | NOUN 
dose | NOUN 
doss | NOUN 
doubt | NOUN 
doubts | NOUN 
douc | NOUN 
douche | NOUN 
douches | NOUN 
doucs | NOUN 
dough | NOUN 
doughs | NOUN 
doup | NOUN 
doups | NOUN 
douse | NOUN 
dowse | NOUN 
doze | NOUN 
drab | NOUN 
drabs | NOUN 
drachm | NOUN 
drachms | NOUN 
draff | NOUN 
draffs | NOUN 
drag | NOUN 
drags | NOUN 
drail | NOUN 
drails | NOUN 
drain | NOUN 
drains | NOUN 
dram | NOUN 
drams | NOUN 
drape | NOUN 
drapes | NOUN 
draught | NOUN 
draughts | NOUN 
draw | NOUN 
drawl | NOUN 
drawls | NOUN 
draws | NOUN 
dray | NOUN 
drays | NOUN 
dread | NOUN 
dreads | NOUN 
dream | NOUN 
dreams | NOUN 
dreck | NOUN 
dredge | NOUN 
dreg | NOUN 
dregs | NOUN 
drench | NOUN 
drib | NOUN 
dribs | NOUN 
drill | NOUN 
drills | NOUN 
drink | NOUN 
drinks | NOUN 
drip | NOUN 
drips | NOUN 
drive | NOUN 
drives | NOUN 
drogue | NOUN 
drogues | NOUN 
drone | NOUN 
drones | NOUN 
droob | NOUN 
droobs | NOUN 
drool | NOUN 
drools | NOUN 
droop | NOUN 
droops | NOUN 
dross | NOUN 
drought | NOUN 
droughts | NOUN 
drove | NOUN 
droves | NOUN 
drowse | NOUN 
drub | NOUN 
drubs | NOUN 
drudge | NOUN 
drunk | NOUN 
drunks | NOUN 
drupe | NOUN 
drupes | NOUN 
dryer | NOUN 
dryers | NOUN 
dub | NOUN 
dubs | NOUN 
duck | NOUN 
ducks | NOUN 
duct | NOUN 
ducts | NOUN 
dud | NOUN 
dude | NOUN 
dudes | NOUN 
duds | NOUN 
due | NOUN 
dues | NOUN 
dug | NOUN 
dugs | NOUN 
dulse | NOUN 
dump | NOUN 
dumps | NOUN 
dunce | NOUN 
dunch | NOUN 
dune | NOUN 
dunes | NOUN 
dunk | NOUN 
dunks | NOUN 
dunt | NOUN 
dunts | NOUN 
dupe | NOUN 
dupes | NOUN 
dusk | NOUN 
dusks | NOUN 
dux | NOUN 
dwale | NOUN 
dwales | NOUN 
dwalm | NOUN 
dwalms | NOUN 
dwell | NOUN 
dwells | NOUN 
dye | NOUN 
dyes | NOUN 
dyke | NOUN 
dykes | NOUN 
dyne | NOUN 
dynes | NOUN 
dzo | NOUN 
dzos | NOUN 
ease | NOUN 
eath | NOUN 
eats | NOUN 
eaves | NOUN 
ebb | NOUN 
ebbs | NOUN 
echo | NOUN 
edge | NOUN 
edh | NOUN 
edit | NOUN 
edits | NOUN 
eel | NOUN 
eels | NOUN 
eft | NOUN 
efts | NOUN 
eggs | NOUN 
eight | NOUN 
eighth | NOUN 
eighths | NOUN 
eights | NOUN 
eild | NOUN 
eld | NOUN 
elds | NOUN 
elect | NOUN 
elects | NOUN 
elf | NOUN 
elk | NOUN 
elks | NOUN 
ell | NOUN 
ells | NOUN 
elm | NOUN 
elms | NOUN 
elves | NOUN 
eme | NOUN 
emes | NOUN 
ene | NOUN 
erg | NOUN 
ergs | NOUN 
erk | NOUN 
erks | NOUN 
ern | NOUN 
erns | NOUN 
ess | NOUN 
eta | NOUN 
etas | NOUN 
ewe | NOUN 
ewes | NOUN 
eyes | NOUN 
eyne | NOUN 
eyot | NOUN 
eyots | NOUN 
fact | NOUN 
facts | NOUN 
fade | NOUN 
fades | NOUN 
fag | NOUN 
fags | NOUN 
fail | NOUN 
faille | NOUN 
fails | NOUN 
faint | NOUN 
faints | NOUN 
fake | NOUN 
fakes | NOUN 
falls | NOUN 
falx | NOUN 
fame | NOUN 
fames | NOUN 
fane | NOUN 
fanes | NOUN 
far | NOUN 
farce | NOUN 
fard | NOUN 
fards | NOUN 
fare | NOUN 
fares | NOUN 
farl | NOUN 
farls | NOUN 
farm | NOUN 
farms | NOUN 
fash | NOUN 
fat | NOUN 
fate | NOUN 
fates | NOUN 
fats | NOUN 
fault | NOUN 
faults | NOUN 
faun | NOUN 
fauns | NOUN 
feat | NOUN 
feats | NOUN 
feck | NOUN 
fecks | NOUN 
feed | NOUN 
feeds | NOUN 
feel | NOUN 
feels | NOUN 
feet | NOUN 
feeze | NOUN 
feint | NOUN 
feints | NOUN 
fell | NOUN 
fells | NOUN 
felt | NOUN 
felts | NOUN 
fen | NOUN 
fence | NOUN 
fend | NOUN 
fends | NOUN 
fens | NOUN 
feod | NOUN 
feods | NOUN 
feoff | NOUN 
feoffs | NOUN 
fere | NOUN 
feres | NOUN 
fess | NOUN 
fesse | NOUN 
fetch | NOUN 
feu | NOUN 
feud | NOUN 
feuds | NOUN 
feus | NOUN 
few | NOUN 
fib | NOUN 
fibs | NOUN 
fiche | NOUN 
fiches | NOUN 
fid | NOUN 
fids | NOUN 
fief | NOUN 
fiefs | NOUN 
fight | NOUN 
fights | NOUN 
fil | NOUN 
file | NOUN 
files | NOUN 
fils | NOUN 
filth | NOUN 
finch | NOUN 
find | NOUN 
finds | NOUN 
fink | NOUN 
finks | NOUN 
fiord | NOUN 
fiords | NOUN 
fir | NOUN 
firm | NOUN 
firms | NOUN 
firn | NOUN 
firns | NOUN 
firs | NOUN 
firth | NOUN 
firths | NOUN 
fisc | NOUN 
fiscs | NOUN 
fist | NOUN 
fists | NOUN 
fit | NOUN 
fits | NOUN 
fives | NOUN 
fix | NOUN 
fizz | NOUN 
fjord | NOUN 
fjords | NOUN 
flab | NOUN 
flabs | NOUN 
flack | NOUN 
flacks | NOUN 
flail | NOUN 
flails | NOUN 
flair | NOUN 
flairs | NOUN 
flake | NOUN 
flakes | NOUN 
flam | NOUN 
flame | NOUN 
flames | NOUN 
flams | NOUN 
flan | NOUN 
flanch | NOUN 
flange | NOUN 
flank | NOUN 
flanks | NOUN 
flans | NOUN 
flap | NOUN 
flaps | NOUN 
flare | NOUN 
flares | NOUN 
flask | NOUN 
flasks | NOUN 
flats | NOUN 
flaunch | NOUN 
flaunt | NOUN 
flaunts | NOUN 
flaw | NOUN 
flaws | NOUN 
flax | NOUN 
fleam | NOUN 
fleams | NOUN 
fleck | NOUN 
flecks | NOUN 
fleece | NOUN 
fleer | NOUN 
fleers | NOUN 
flesh | NOUN 
flew | NOUN 
flews | NOUN 
flex | NOUN 
flick | NOUN 
flicks | NOUN 
flinch | NOUN 
fling | NOUN 
flings | NOUN 
flip | NOUN 
flips | NOUN 
flirt | NOUN 
flirts | NOUN 
flit | NOUN 
flitch | NOUN 
flite | NOUN 
flites | NOUN 
flits | NOUN 
float | NOUN 
floats | NOUN 
flock | NOUN 
flocks | NOUN 
floe | NOUN 
floes | NOUN 
flong | NOUN 
flongs | NOUN 
flop | NOUN 
flops | NOUN 
flor | NOUN 
floss | NOUN 
flounce | NOUN 
flour | NOUN 
flours | NOUN 
flow | NOUN 
flows | NOUN 
flu | NOUN 
flub | NOUN 
flubs | NOUN 
flue | NOUN 
flues | NOUN 
fluff | NOUN 
fluffs | NOUN 
fluke | NOUN 
flukes | NOUN 
flume | NOUN 
flumes | NOUN 
flump | NOUN 
flumps | NOUN 
flunk | NOUN 
flunks | NOUN 
flus | NOUN 
flush | NOUN 
flute | NOUN 
flutes | NOUN 
foal | NOUN 
foals | NOUN 
foam | NOUN 
foams | NOUN 
foe | NOUN 
foehn | NOUN 
foehns | NOUN 
foes | NOUN 
foil | NOUN 
foils | NOUN 
foin | NOUN 
foins | NOUN 
fold | NOUN 
folds | NOUN 
fond | NOUN 
fonds | NOUN 
font | NOUN 
fonts | NOUN 
fool | NOUN 
fools | NOUN 
fop | NOUN 
fops | NOUN 
forb | NOUN 
forbs | NOUN 
fore | NOUN 
fores | NOUN 
forge | NOUN 
fork | NOUN 
forks | NOUN 
forme | NOUN 
formes | NOUN 
forte | NOUN 
fortes | NOUN 
fosse | NOUN 
foul | NOUN 
fouls | NOUN 
found | NOUN 
founds | NOUN 
fowl | NOUN 
fowls | NOUN 
foy | NOUN 
foys | NOUN 
frail | NOUN 
frails | NOUN 
fraise | NOUN 
franc | NOUN 
francs | NOUN 
frass | NOUN 
frat | NOUN 
fratch | NOUN 
frats | NOUN 
frau | NOUN 
fraud | NOUN 
frauds | NOUN 
fraught | NOUN 
fraus | NOUN 
fray | NOUN 
frays | NOUN 
freak | NOUN 
freaks | NOUN 
freer | NOUN 
freers | NOUN 
freeze | NOUN 
freight | NOUN 
freights | NOUN 
fresh | NOUN 
fret | NOUN 
frets | NOUN 
fridge | NOUN 
fries | NOUN 
frieze | NOUN 
fright | NOUN 
frights | NOUN 
frill | NOUN 
frills | NOUN 
fris | NOUN 
frisk | NOUN 
frisks | NOUN 
frit | NOUN 
frith | NOUN 
friths | NOUN 
frits | NOUN 
friz | NOUN 
frizz | NOUN 
frock | NOUN 
frocks | NOUN 
froe | NOUN 
froes | NOUN 
frond | NOUN 
fronds | NOUN 
frounce | NOUN 
frow | NOUN 
frown | NOUN 
frowns | NOUN 
frows | NOUN 
frowst | NOUN 
frowsts | NOUN 
frump | NOUN 
frumps | NOUN 
fudge | NOUN 
fug | NOUN 
fugs | NOUN 
fugue | NOUN 
fugues | NOUN 
fun | NOUN 
fund | NOUN 
funds | NOUN 
funs | NOUN 
furl | NOUN 
furls | NOUN 
furze | NOUN 
fuse | NOUN 
fuss | NOUN 
fuze | NOUN 
fuzz | NOUN 
fyke | NOUN 
fykes | NOUN 
fyrd | NOUN 
fyrds | NOUN 
fytte | NOUN 
fyttes | NOUN 
gab | NOUN 
gabs | NOUN 
gaff | NOUN 
gaffe | NOUN 
gaffes | NOUN 
gaffs | NOUN 
gag | NOUN 
gags | NOUN 
gain | NOUN 
gains | NOUN 
gait | NOUN 
gaits | NOUN 
gam | NOUN 
gamb | NOUN 
gambs | NOUN 
gamp | NOUN 
gamps | NOUN 
gams | NOUN 
gang | NOUN 
gangs | NOUN 
gangue | NOUN 
gangues | NOUN 
gaol | NOUN 
gaols | NOUN 
gap | NOUN 
gape | NOUN 
gapes | NOUN 
gaps | NOUN 
garb | NOUN 
garbs | NOUN 
gare | NOUN 
gash | NOUN 
gasp | NOUN 
gasps | NOUN 
gat | NOUN 
gats | NOUN 
gaud | NOUN 
gauds | NOUN 
gauge | NOUN 
gaur | NOUN 
gaurs | NOUN 
gauze | NOUN 
gawk | NOUN 
gawks | NOUN 
gaze | NOUN 
gean | NOUN 
geans | NOUN 
geck | NOUN 
gecks | NOUN 
gee | NOUN 
geek | NOUN 
geeks | NOUN 
gees | NOUN 
geese | NOUN 
gel | NOUN 
geld | NOUN 
gelds | NOUN 
gels | NOUN 
gelt | NOUN 
gelts | NOUN 
gem | NOUN 
gems | NOUN 
gens | NOUN 
gents | NOUN 
gest | NOUN 
geste | NOUN 
gestes | NOUN 
gests | NOUN 
ghat | NOUN 
ghats | NOUN 
ghaut | NOUN 
ghauts | NOUN 
ghee | NOUN 
ghees | NOUN 
ghost | NOUN 
ghosts | NOUN 
ghoul | NOUN 
ghouls | NOUN 
ghyll | NOUN 
ghylls | NOUN 
giaour | NOUN 
giaours | NOUN 
gibe | NOUN 
gibes | NOUN 
gid | NOUN 
gift | NOUN 
gifts | NOUN 
gig | NOUN 
gigs | NOUN 
gigue | NOUN 
gigues | NOUN 
gild | NOUN 
gilds | NOUN 
gilt | NOUN 
gilts | NOUN 
gimp | NOUN 
gimps | NOUN 
gink | NOUN 
ginks | NOUN 
gip | NOUN 
gips | NOUN 
gird | NOUN 
girds | NOUN 
girn | NOUN 
girns | NOUN 
girth | NOUN 
girths | NOUN 
gist | NOUN 
gists | NOUN 
git | NOUN 
gits | NOUN 
glade | NOUN 
glades | NOUN 
glair | NOUN 
glairs | NOUN 
glaive | NOUN 
glance | NOUN 
gland | NOUN 
glands | NOUN 
glans | NOUN 
glare | NOUN 
glares | NOUN 
glaze | NOUN 
gleam | NOUN 
gleams | NOUN 
